,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_tenure_ratio
1377,46,0,1,1,24.95,1165.9,1,25.345652173913045
1378,1,0,0,4,49.95,49.95,0,49.95
1379,22,0,0,3,69.25,1554.0,0,70.63636363636364
1380,48,0,2,2,102.5,4904.25,1,102.171875
1381,64,0,2,2,86.55,5632.55,1,88.00859375
1382,72,0,2,4,24.3,1643.25,1,22.822916666666668
1383,12,0,0,2,58.35,740.55,1,61.7125
1384,34,0,0,3,94.25,3217.55,0,94.63382352941176
1385,72,0,2,2,68.75,4888.2,1,67.89166666666667
1386,29,0,0,3,85.8,2440.25,1,84.14655172413794
1387,33,0,1,2,20.1,620.55,1,18.80454545454545
1388,1,0,0,1,20.35,20.35,1,20.35
1389,62,0,1,3,110.8,6840.95,1,110.33790322580644
1390,41,0,1,3,73.0,3001.2,0,73.19999999999999
1391,64,0,1,2,100.05,6254.2,0,97.721875
1392,4,0,0,2,82.85,319.6,1,79.9
1393,24,0,0,3,84.35,1938.05,1,80.75208333333333
1394,14,0,1,1,19.55,294.5,1,21.035714285714285
1395,3,0,0,1,19.95,58.3,1,19.433333333333334
1396,4,0,0,2,99.8,442.85,0,110.7125
1397,18,1,0,3,35.0,553.0,0,30.72222222222222
1398,8,0,0,3,66.25,546.45,1,68.30625
1399,35,0,2,4,23.3,797.1,1,22.77428571428572
1400,1,0,0,3,76.0,76.0,0,76.0
1401,66,0,2,2,25.3,1673.8,1,25.36060606060606
1402,8,1,2,1,44.55,343.45,1,42.93125
1403,71,0,1,2,104.1,7412.25,1,104.39788732394366
1404,43,0,0,4,92.55,4039.0,1,93.93023255813954
1405,2,0,0,3,93.85,170.85,0,85.425
1406,29,0,0,4,101.45,2948.6,1,101.67586206896551
1407,15,0,0,3,84.3,1308.4,0,87.22666666666667
1408,65,0,2,2,94.55,6078.75,1,93.51923076923076
1409,35,0,0,3,95.5,3418.2,1,97.66285714285712
1410,64,0,1,2,100.3,6603.8,1,103.184375
1411,58,1,2,2,55.5,3166.9,1,54.60172413793104
1412,18,0,0,2,49.85,865.75,1,48.09722222222222
1413,67,0,0,4,89.55,6373.1,1,95.12089552238808
1414,63,0,2,1,19.15,1177.05,1,18.683333333333334
1415,60,0,0,3,99.8,5985.75,1,99.7625
1416,9,0,0,2,84.4,732.5,0,81.38888888888889
1417,70,0,2,2,113.05,7869.05,1,112.415
1418,15,0,0,3,101.1,1504.05,0,100.27
1419,48,0,1,1,19.95,936.7,1,19.51458333333333
1420,12,0,0,3,74.15,741.4,1,61.78333333333333
1421,71,0,1,3,92.0,6585.2,1,92.74929577464788
1422,44,0,0,3,73.85,3122.4,1,70.96363636363637
1423,1,0,0,3,50.45,50.45,0,50.45
1424,45,0,2,1,24.45,1088.25,1,24.183333333333334
1425,23,0,1,2,24.8,615.35,1,26.75434782608696
1426,43,0,1,4,64.85,2908.2,1,67.63255813953488
1427,35,0,0,4,20.75,739.9,1,21.14
1428,9,0,0,1,68.95,593.85,1,65.98333333333333
1429,12,0,0,1,99.95,1132.75,0,94.39583333333331
1430,65,0,0,2,109.4,7227.45,1,111.19153846153846
1431,2,0,0,3,91.4,193.6,0,96.8
1432,27,0,0,1,49.0,1291.35,1,47.827777777777776
1433,40,0,1,1,50.25,2023.55,1,50.58875
1434,5,0,0,2,75.55,349.65,0,69.92999999999999
1435,8,0,1,2,19.9,153.95,1,19.24375
1436,58,0,1,4,97.8,5458.8,1,94.11724137931034
1437,52,0,1,3,100.3,5244.45,1,100.85480769230767
1438,3,0,0,1,55.8,154.55,1,51.51666666666667
1439,41,0,2,3,111.15,4507.15,1,109.93048780487804
1440,20,0,0,1,98.55,2031.95,1,101.5975
1441,1,0,0,3,50.05,50.05,1,50.05
1442,4,0,0,2,80.8,332.45,0,83.1125
1443,23,0,0,3,20.85,473.9,1,20.60434782608696
1444,6,0,0,4,19.5,106.8,1,17.8
1445,8,0,0,1,19.35,152.6,1,19.075
1446,18,0,0,1,69.5,1199.4,1,66.63333333333334
1447,52,1,0,2,48.8,2555.05,1,49.135576923076925
1448,31,0,0,3,94.5,2979.2,1,96.1032258064516
1449,29,0,0,1,20.65,654.85,1,22.58103448275862
1450,36,0,2,2,106.05,3834.4,1,106.51111111111112
1451,16,0,0,3,100.0,1534.75,0,95.921875
1452,42,0,1,3,108.3,4586.15,1,109.1940476190476
1453,1,0,0,3,20.55,20.55,0,20.55
1454,60,0,2,3,99.65,5941.05,1,99.0175
1455,5,0,0,3,85.3,424.15,0,84.83
1456,22,0,0,2,95.9,2234.95,1,101.58863636363635
1457,36,0,1,1,20.0,666.75,1,18.52083333333333
1458,4,0,0,3,70.4,281.0,0,70.25
1459,9,0,0,1,64.95,547.8,1,60.86666666666666
1460,1,0,0,2,74.6,74.6,1,74.6
1461,12,0,0,3,49.2,571.15,1,47.59583333333333
1462,23,0,1,1,73.75,1756.6,1,76.37391304347825
1463,62,0,1,4,92.3,5731.45,1,92.44274193548388
1464,37,0,0,4,98.8,3475.55,0,93.9337837837838
1465,8,0,0,1,19.2,156.85,1,19.60625
1466,31,0,0,2,88.65,2683.2,1,86.55483870967741
1467,13,0,0,2,74.4,896.75,0,68.98076923076923
1468,24,0,0,3,98.75,2407.3,0,100.30416666666667
1469,45,0,0,4,95.95,4456.65,1,99.03666666666666
1470,69,0,2,2,105.4,6998.95,1,101.4340579710145
1471,2,0,0,1,20.25,36.8,1,18.4
1472,61,0,1,3,106.0,6547.7,0,107.33934426229509
1473,41,0,0,3,104.7,4346.4,0,106.00975609756097
1474,44,1,1,3,49.05,2265.0,1,51.47727272727273
1475,39,1,1,1,35.55,1309.15,1,33.56794871794872
1476,72,1,2,2,65.1,4754.3,1,66.03194444444445
1477,13,0,0,3,96.85,1235.55,1,95.04230769230767
1478,51,0,1,2,69.75,3562.5,1,69.8529411764706
1479,71,0,2,3,99.2,7213.75,1,101.60211267605634
1480,22,0,0,3,96.7,2082.95,0,94.67954545454543
1481,2,0,0,2,55.05,102.75,0,51.375
1482,56,0,1,3,106.8,5914.4,1,105.61428571428571
1483,1,0,0,1,51.25,51.25,1,51.25
1484,23,0,1,1,57.75,1282.85,1,55.77608695652174
1485,66,0,1,4,70.85,4738.85,1,71.80075757575759
1486,1,0,0,1,19.55,19.55,1,19.55
1487,19,0,0,3,88.2,1775.8,0,93.46315789473684
1488,11,0,0,4,79.5,795.65,1,72.33181818181818
1489,8,0,1,1,19.75,145.0,0,18.125
1490,52,0,0,4,98.15,4993.4,1,96.02692307692308
1491,3,0,0,3,20.25,61.45,1,20.48333333333333
1492,51,0,0,4,79.15,4018.55,1,78.79509803921569
1493,15,0,0,3,75.65,1146.65,0,76.44333333333334
1494,64,0,0,3,94.25,6081.4,1,95.021875
1495,37,1,0,2,40.2,1478.85,1,39.96891891891892
1496,13,0,2,1,19.95,243.65,1,18.74230769230769
1497,49,0,1,3,55.35,2633.95,1,53.754081632653055
1498,45,0,1,4,102.15,4735.35,1,105.23
1499,18,0,0,3,71.1,1247.75,1,69.31944444444444
1500,1,0,0,3,74.7,74.7,0,74.7
1501,68,1,2,4,54.1,3794.5,1,55.8014705882353
1502,54,0,2,2,19.65,1008.7,1,18.67962962962963
1503,23,0,0,4,88.45,2130.55,1,92.63260869565218
1504,17,0,0,3,76.65,1313.55,0,77.26764705882353
1505,71,0,2,2,80.4,5727.15,1,80.66408450704225
1506,67,0,2,4,19.25,1372.9,1,20.49104477611941
1507,14,0,0,3,84.8,1203.9,1,85.99285714285715
1508,1,1,0,1,25.8,25.8,0,25.8
1509,63,0,2,2,19.5,1215.1,1,19.287301587301585
1510,41,0,1,3,68.6,2877.05,1,70.1719512195122
1511,17,0,0,3,92.6,1579.7,1,92.9235294117647
1512,56,0,1,3,100.55,5514.95,1,98.48125
1513,5,0,0,2,20.55,96.1,1,19.22
1514,2,1,0,3,42.6,72.4,0,36.2
1515,3,0,0,1,19.6,55.25,1,18.416666666666668
1516,37,0,1,3,67.45,2443.3,1,66.03513513513514
1517,29,0,0,4,68.85,1970.5,0,67.94827586206897
1518,8,0,0,1,43.55,335.4,1,41.925
1519,63,0,0,2,109.85,7002.95,1,111.15793650793653
1520,7,0,0,1,20.65,158.95,1,22.707142857142856
1521,3,0,0,3,95.4,293.15,1,97.71666666666664
1522,72,0,2,4,21.0,1493.75,1,20.74652777777778
1523,19,0,0,3,56.2,1093.4,1,57.54736842105264
1524,59,0,2,4,18.4,1057.85,1,17.92966101694915
1525,2,0,0,2,90.0,190.05,0,95.025
1526,35,0,0,3,25.75,882.55,1,25.215714285714284
1527,14,0,0,2,19.6,300.4,1,21.457142857142856
1528,14,0,0,3,75.35,1025.95,0,73.28214285714286
1529,69,0,2,2,19.8,1436.95,1,20.82536231884058
1530,7,0,0,3,64.2,475.0,1,67.85714285714286
1531,69,0,2,4,75.75,5388.15,1,78.0891304347826
1532,72,0,2,3,78.95,5730.15,1,79.58541666666666
1533,8,0,0,3,100.85,819.55,0,102.44375
1534,4,0,0,3,50.3,217.1,1,54.275
1535,63,0,0,2,80.3,4896.35,1,77.71984126984128
1536,72,0,2,4,19.85,1434.1,1,19.918055555555554
1537,46,0,2,3,21.1,937.1,1,20.371739130434783
1538,5,0,0,3,69.95,330.15,0,66.03
1539,30,0,0,1,50.0,1474.9,1,49.16333333333333
1540,63,0,2,4,104.75,6536.5,1,103.75396825396824
1541,60,0,2,4,19.85,1128.1,1,18.801666666666662
1542,63,0,1,3,107.5,6873.75,0,109.10714285714286
1543,25,0,0,3,85.9,2199.05,1,87.962
1544,1,0,0,1,45.85,45.85,0,45.85
1545,6,0,0,3,80.8,457.1,1,76.18333333333334
1546,22,0,2,1,25.25,566.5,1,25.75
1547,31,0,2,4,80.55,2471.6,1,79.7290322580645
1548,39,0,0,4,81.5,3107.3,1,79.67435897435898
1549,26,0,0,1,20.9,518.3,1,19.934615384615384
1550,53,0,1,4,106.1,5769.75,0,108.8632075471698
1551,1,0,0,3,91.7,91.7,0,91.7
1552,12,0,0,3,67.25,832.3,1,69.35833333333333
1553,16,0,0,2,95.6,1555.65,0,97.228125
1554,2,0,0,1,20.35,45.3,1,22.65
1555,39,1,1,4,45.05,1790.6,1,45.91282051282051
1556,1,0,0,3,74.95,74.95,0,74.95
1557,7,1,0,1,34.65,246.6,1,35.22857142857143
1558,4,0,0,3,69.35,261.65,1,65.4125
1559,10,0,0,3,95.35,898.35,0,89.83500000000001
1560,55,0,0,3,81.55,4509.5,1,81.99090909090908
1561,72,0,2,4,75.4,5480.25,1,76.11458333333333
1562,10,0,0,2,67.8,653.15,1,65.315
1563,11,0,0,3,111.4,1183.05,1,107.55
1564,15,0,0,3,46.3,639.45,1,42.63
1565,23,0,2,4,20.4,478.75,1,20.815217391304348
1566,1,0,0,1,20.05,20.05,1,20.05
1567,3,0,0,3,45.0,127.1,0,42.36666666666667
1568,47,0,1,3,96.1,4391.45,1,93.43510638297872
1569,15,0,1,1,19.65,270.6,1,18.040000000000003
1570,66,0,0,3,99.5,6710.5,0,101.67424242424242
1571,68,0,1,4,60.65,3975.9,1,58.46911764705882
1572,17,0,1,4,98.6,1704.95,0,100.29117647058824
1573,7,0,0,1,59.5,415.95,0,59.42142857142857
1574,12,0,0,3,80.45,950.2,0,79.18333333333334
1575,21,0,1,4,71.7,1497.05,1,71.28809523809524
1576,21,1,0,1,36.0,780.15,1,37.15
1577,56,0,1,4,65.2,3512.15,1,62.71696428571429
1578,6,0,0,2,48.95,273.25,1,45.54166666666666
1579,65,1,2,4,53.5,3517.9,1,54.121538461538464
1580,42,0,1,2,80.45,3375.9,1,80.37857142857143
1581,68,0,2,4,109.05,7508.55,1,110.41985294117649
1582,48,0,2,4,26.3,1245.05,1,25.938541666666666
1583,50,0,1,3,106.8,5347.95,1,106.959
1584,7,0,0,3,64.95,493.65,1,70.52142857142857
1585,63,0,2,3,19.35,1263.85,1,20.06111111111111
1586,17,0,0,2,21.1,385.55,1,22.679411764705883
1587,42,0,0,2,77.95,3384.0,0,80.57142857142857
1588,4,0,0,1,18.85,84.2,1,21.05
1589,62,0,2,4,26.0,1638.7,1,26.43064516129032
1590,2,0,0,3,74.7,165.4,0,82.7
1591,2,0,0,3,70.35,120.25,1,60.125
1592,48,0,2,4,96.9,4473.45,1,93.196875
1593,27,0,2,4,19.55,520.55,1,19.27962962962963
1594,70,0,2,4,80.4,5717.85,1,81.68357142857144
1595,1,0,0,3,88.8,88.8,0,88.8
1596,46,0,1,3,94.65,4312.5,1,93.75
1597,30,0,0,3,90.25,2755.35,0,91.845
1598,15,0,0,4,64.65,994.55,0,66.30333333333333
1599,69,0,1,2,95.75,6511.25,1,94.3659420289855
1600,65,0,2,2,19.55,1218.65,1,18.74846153846154
1601,72,0,2,2,104.1,7447.7,1,103.44027777777778
1602,13,0,0,4,89.05,1169.35,0,89.94999999999999
1603,17,0,1,1,20.1,279.5,1,16.441176470588236
1604,51,0,1,3,111.55,5720.35,1,112.16372549019609
1605,51,0,2,2,60.5,3121.45,1,61.20490196078431
1606,72,0,2,4,90.95,6468.6,1,89.84166666666667
1607,67,0,1,3,87.4,5918.8,0,88.34029850746269
1608,34,0,0,1,19.7,675.6,1,19.87058823529412
1609,67,1,2,4,50.95,3521.7,1,52.56268656716418
1610,49,0,1,4,20.05,923.1,1,18.838775510204083
1611,53,0,2,1,19.4,1110.35,1,20.95
1612,27,0,0,3,59.45,1611.65,1,59.69074074074074
1613,23,0,0,3,94.75,2293.6,0,99.72173913043478
1614,69,0,2,2,81.5,5553.25,1,80.48188405797102
1615,2,1,0,4,29.05,44.75,1,22.375
1616,35,0,0,3,86.45,3029.1,0,86.54571428571428
1617,46,0,1,1,70.6,3231.05,1,70.24021739130436
1618,54,0,2,4,97.2,5129.45,1,94.9898148148148
1619,56,0,1,3,98.25,5508.35,0,98.36339285714288
1620,9,0,0,4,75.75,655.9,0,72.87777777777778
1621,20,0,0,4,59.2,1191.2,1,59.56
1622,11,0,0,1,75.9,866.4,1,78.76363636363637
1623,30,0,0,3,90.05,2627.2,1,87.57333333333332
1624,68,0,2,4,70.95,4741.45,1,69.72720588235293
1625,38,0,0,3,102.6,4009.2,1,105.50526315789472
1626,17,0,0,4,85.35,1463.45,0,86.08529411764707
1627,48,0,1,2,106.1,5082.8,0,105.89166666666668
1628,1,0,0,3,43.8,43.8,1,43.8
1629,63,1,2,3,59.0,3707.6,1,58.85079365079365
1630,3,0,1,3,69.95,220.45,1,73.48333333333333
1631,48,0,1,4,24.35,1133.7,1,23.61875
1632,66,1,1,2,29.45,1983.15,1,30.04772727272728
1633,68,0,2,2,84.4,5746.75,1,84.51102941176471
1634,17,0,0,3,45.05,770.6,0,45.32941176470588
1635,7,0,1,1,20.65,134.05,1,19.15
1636,72,0,2,4,87.1,6230.1,1,86.52916666666667
1637,29,0,0,1,19.85,573.05,1,19.76034482758621
1638,37,0,0,3,90.35,3419.3,1,92.41351351351352
1639,34,0,0,1,109.8,3587.25,0,105.50735294117646
1640,42,0,0,3,84.65,3541.35,0,84.31785714285714
1641,59,0,1,1,65.5,3801.3,1,64.42881355932204
1642,11,0,0,4,79.5,868.5,0,78.95454545454545
1643,60,0,0,3,80.95,4859.1,1,80.985
1644,27,0,0,1,56.15,1439.35,1,53.30925925925926
1645,1,0,0,1,85.8,85.8,0,85.8
1646,1,0,0,3,79.1,79.1,0,79.1
1647,17,1,0,1,34.4,592.75,1,34.86764705882353
1648,58,0,2,1,20.75,1185.95,1,20.44741379310345
1649,1,0,1,1,18.8,18.8,1,18.8
1650,3,0,0,1,44.3,134.5,0,44.833333333333336
1651,53,0,0,3,90.8,4921.2,1,92.85283018867923
1652,35,0,0,3,25.6,901.25,1,25.75
1653,50,0,0,2,105.95,5341.8,0,106.836
1654,68,0,2,2,70.8,4859.95,1,71.46985294117647
1655,47,0,0,3,25.4,1139.2,1,24.238297872340425
1656,65,0,0,4,108.8,7082.45,1,108.96076923076924
1657,5,0,0,3,69.75,324.6,0,64.92
1658,51,0,0,3,94.65,4812.75,0,94.36764705882354
1659,46,0,0,4,96.05,4399.5,0,95.6413043478261
1660,9,0,0,3,76.85,663.55,1,73.72777777777777
1661,8,0,2,1,20.25,174.65,1,21.83125
1662,14,0,1,2,24.8,321.7,1,22.978571428571428
1663,45,0,0,3,115.65,5125.5,1,113.9
1664,8,0,0,2,74.6,548.9,1,68.6125
1665,1,0,0,1,50.15,50.15,0,50.15
1666,66,0,1,4,103.15,7031.3,1,106.53484848484848
1667,72,0,2,2,72.1,5016.65,1,69.67569444444445
1668,41,0,0,4,113.6,4594.95,0,112.0719512195122
1669,23,0,2,1,25.1,611.45,1,26.58478260869565
1670,29,0,0,3,78.9,2384.15,0,82.21206896551725
1671,4,0,0,3,80.15,319.85,1,79.9625
1672,6,0,2,1,25.4,153.3,1,25.55
1673,67,0,1,2,105.4,7035.6,1,105.0089552238806
1674,7,0,0,1,45.75,344.2,1,49.17142857142857
1675,56,0,1,1,24.45,1431.65,1,25.56517857142857
1676,72,0,2,2,25.0,1849.2,1,25.683333333333334
1677,72,0,2,3,85.25,6083.1,1,84.48750000000001
1678,23,0,2,2,19.6,426.65,1,18.55
1679,35,0,0,1,50.15,1655.35,1,47.29571428571428
1680,27,0,0,3,70.55,1943.9,1,71.9962962962963
1681,26,0,0,3,60.05,1616.15,0,62.159615384615385
1682,12,0,1,1,26.4,314.95,1,26.245833333333334
1683,40,0,2,1,20.15,804.85,1,20.12125
1684,7,1,0,1,58.85,465.7,1,66.52857142857142
1685,70,0,0,2,97.55,6669.05,1,95.27214285714284
1686,60,0,2,2,19.65,1161.75,1,19.3625
1687,39,1,1,2,25.25,947.75,1,24.30128205128205
1688,72,0,2,2,114.45,8375.05,1,116.32013888888888
1689,1,1,0,3,34.7,34.7,0,34.7
1690,54,0,1,3,70.7,3770.0,1,69.81481481481481
1691,3,0,0,3,85.3,264.8,0,88.26666666666667
1692,63,0,2,2,75.55,4707.85,1,74.72777777777779
1693,71,0,2,3,84.8,6152.4,1,86.65352112676055
1694,42,0,1,1,20.65,958.1,1,22.811904761904763
1695,47,0,2,4,20.45,943.0,1,20.06382978723404
1696,66,0,1,2,102.45,6615.15,0,100.22954545454544
1697,21,0,0,4,104.4,2200.25,0,104.77380952380952
1698,11,1,0,3,35.65,425.1,1,38.64545454545455
1699,1,0,0,3,99.75,99.75,0,99.75
1700,55,0,0,3,90.45,5044.8,1,91.72363636363636
1701,69,0,2,2,97.65,6743.55,1,97.73260869565216
1702,3,0,0,3,73.85,196.4,1,65.46666666666667
1703,4,0,0,3,74.4,299.7,0,74.925
1704,30,0,2,2,69.1,2093.9,1,69.79666666666667
1705,5,0,0,3,82.75,417.75,1,83.55
1706,71,0,2,2,24.4,1725.4,1,24.301408450704223
1707,29,0,1,3,55.25,1620.2,1,55.86896551724138
1708,52,0,0,4,61.35,3169.55,1,60.95288461538462
1709,68,0,1,2,76.75,5233.25,1,76.9595588235294
1710,46,0,2,1,19.4,967.85,1,21.04021739130435
1711,8,0,0,2,54.75,438.05,1,54.75625
1712,72,0,2,2,19.7,1421.9,1,19.74861111111112
1713,17,0,1,4,19.9,323.15,1,19.008823529411764
1714,3,0,0,3,107.95,318.6,1,106.2
1715,2,0,0,4,83.8,163.7,1,81.85
1716,9,0,0,2,74.25,639.65,0,71.07222222222222
1717,51,1,1,2,56.4,2928.5,1,57.42156862745098
1718,6,0,2,1,20.1,100.35,1,16.724999999999998
1719,3,0,0,3,94.9,273.2,1,91.06666666666666
1720,17,0,0,3,94.2,1608.15,1,94.59705882352942
1721,30,0,0,3,49.9,1441.95,1,48.065000000000005
1722,31,0,0,3,71.05,2168.15,1,69.94032258064516
1723,45,0,2,4,81.65,3618.7,1,80.41555555555556
1724,64,0,1,4,89.45,5692.65,1,88.94765625
1725,1,0,0,3,59.85,59.85,0,59.85
1726,1,0,0,3,69.6,69.6,0,69.6
1727,61,0,1,3,99.0,5969.3,1,97.85737704918031
1728,1,0,0,1,19.05,19.05,1,19.05
1729,9,1,0,3,45.4,418.8,0,46.53333333333333
1730,72,0,2,4,114.45,8100.55,1,112.50763888888888
1731,1,0,0,1,19.5,19.5,0,19.5
1732,7,0,0,1,44.25,313.45,1,44.77857142857143
1733,66,0,1,4,90.55,6130.95,1,92.89318181818182
1734,1,0,0,3,69.9,69.9,0,69.9
1735,40,0,0,4,20.4,745.3,1,18.6325
1736,16,0,0,4,71.4,1212.1,1,75.75625
1737,2,0,0,4,87.15,183.75,0,91.875
1738,67,0,2,2,24.85,1583.5,1,23.63432835820896
1739,41,0,1,4,104.45,4162.05,1,101.51341463414634
1740,56,0,2,2,19.8,1119.9,1,19.998214285714287
1741,72,0,2,4,116.45,8013.55,1,111.29930555555556
1742,3,0,0,4,84.75,264.85,0,88.28333333333335
1743,54,0,2,2,20.05,1102.4,1,20.41481481481481
1744,52,0,0,3,110.75,5832.0,1,112.15384615384616
1745,50,0,2,4,89.7,4304.5,1,86.09
1746,14,0,0,3,89.95,1178.4,0,84.17142857142858
1747,27,0,1,2,48.7,1421.75,1,52.657407407407405
1748,72,0,2,4,96.6,6827.5,1,94.82638888888889
1749,62,0,1,2,74.3,4698.05,1,75.775
1750,12,0,0,3,54.3,654.5,1,54.54166666666666
1751,44,0,1,4,74.85,3268.05,1,74.27386363636364
1752,54,0,2,4,79.95,4362.05,1,80.77870370370371
1753,68,0,2,4,20.05,1386.9,1,20.39558823529412
1754,20,0,0,1,19.4,415.4,1,20.77
1755,50,0,1,4,54.9,2614.1,1,52.282
1756,58,0,2,2,24.45,1513.6,1,26.096551724137928
1757,35,0,0,4,89.65,3161.6,1,90.33142857142856
1758,2,0,0,3,45.4,80.95,1,40.475
1759,63,0,2,1,75.7,4676.7,1,74.23333333333333
1760,58,0,1,2,110.65,6526.65,1,112.52844827586206
1761,27,0,1,1,20.55,583.3,1,21.6037037037037
1762,71,0,2,2,115.15,8078.1,1,113.77605633802816
1763,63,0,1,2,58.55,3503.5,1,55.61111111111112
1764,71,0,0,4,93.25,6669.45,1,93.93591549295776
1765,41,0,0,3,113.2,4689.5,0,114.3780487804878
1766,13,0,0,3,90.5,1201.15,0,92.39615384615384
1767,2,0,0,3,79.0,143.65,0,71.825
1768,68,0,2,4,19.35,1292.65,1,19.009558823529414
1769,1,0,0,1,48.75,48.75,1,48.75
1770,65,0,2,3,109.05,7108.2,1,109.35692307692308
1771,72,0,2,4,25.0,1802.55,1,25.035416666666663
1772,28,0,0,2,54.9,1505.15,1,53.75535714285714
1773,72,0,2,2,24.75,1859.1,1,25.820833333333333
1774,2,0,0,3,91.15,168.5,1,84.25
1775,18,0,1,4,20.15,390.85,0,21.71388888888889
1776,60,0,1,3,104.35,6339.45,1,105.6575
1777,26,0,0,3,66.05,1652.4,1,63.55384615384616
1778,1,0,0,3,71.65,71.65,0,71.65
1779,4,0,0,1,20.35,77.5,0,19.375
1780,68,0,2,2,92.2,6392.85,1,94.0125
1781,38,0,0,2,84.25,3264.5,0,85.90789473684211
1782,42,0,1,4,105.2,4599.15,1,109.50357142857142
1783,57,0,2,4,19.6,1134.25,1,19.899122807017545
1784,54,1,0,3,30.4,1621.35,1,30.025
1785,12,0,0,4,78.1,947.3,0,78.94166666666666
1786,44,0,1,1,61.5,2722.2,1,61.86818181818182
1787,42,0,0,4,69.4,3058.3,1,72.81666666666668
1788,72,0,2,4,24.75,1769.6,1,24.577777777777776
1789,71,0,2,1,91.05,6293.75,1,88.6443661971831
1790,19,0,0,1,89.65,1761.05,0,92.68684210526315
1791,23,0,0,2,73.65,1642.75,1,71.42391304347827
1792,30,0,2,2,19.4,578.5,1,19.28333333333333
1793,35,0,1,4,26.2,954.9,1,27.282857142857143
1794,10,0,0,3,98.7,973.25,0,97.325
1795,1,0,0,4,43.85,43.85,1,43.85
1796,22,0,0,1,69.7,1490.4,1,67.74545454545455
1797,7,1,2,1,38.55,280.0,1,40.0
1798,36,1,2,1,53.1,1901.25,1,52.8125
1799,34,0,0,1,20.65,716.4,1,21.07058823529412
1800,72,0,2,2,64.45,4720.0,1,65.55555555555556
1801,36,0,2,2,25.1,930.95,1,25.859722222222224
1802,1,0,0,3,76.35,76.35,0,76.35
1803,23,0,0,3,79.15,1676.95,0,72.9108695652174
1804,32,0,0,3,85.0,2642.05,0,82.5640625
1805,71,0,1,2,95.15,6770.85,1,95.36408450704226
1806,23,0,0,1,79.35,1835.3,1,79.79565217391304
1807,17,0,1,4,96.65,1588.25,1,93.42647058823528
1808,1,0,0,3,75.5,75.5,1,75.5
1809,12,0,2,1,19.7,258.35,1,21.52916666666667
1810,72,0,2,2,20.5,1502.25,1,20.86458333333333
1811,1,0,0,1,19.2,19.2,1,19.2
1812,72,0,2,4,98.35,6929.4,1,96.24166666666666
1813,60,0,0,4,74.35,4453.3,1,74.22166666666666
1814,61,1,2,2,51.35,3244.4,1,53.18688524590164
1815,6,0,0,1,45.65,323.45,1,53.90833333333333
1816,32,0,0,3,85.3,2661.1,0,83.159375
1817,31,0,0,2,86.55,2697.4,0,87.01290322580645
1818,19,0,0,2,73.85,1424.5,0,74.97368421052632
1819,72,0,2,4,20.3,1401.15,1,19.460416666666667
1820,32,0,0,3,54.2,1739.6,1,54.3625
1821,65,0,0,3,90.65,5931.0,1,91.24615384615385
1822,45,1,0,4,50.9,2333.85,1,51.86333333333333
1823,42,0,1,3,25.05,949.85,1,22.61547619047619
1824,8,0,0,3,74.85,572.45,1,71.55625
1825,32,0,2,1,20.5,696.8,1,21.775
1826,22,0,0,1,63.55,1381.8,1,62.809090909090905
1827,57,1,0,3,44.85,2572.95,0,45.13947368421052
1828,1,0,0,3,47.95,47.95,1,47.95
1829,1,0,0,3,45.1,45.1,0,45.1
1830,1,0,0,3,45.0,45.0,1,45.0
1831,24,0,0,3,96.0,2122.45,0,88.43541666666665
1832,1,0,0,4,20.05,20.05,0,20.05
1833,54,0,0,3,90.05,4931.8,1,91.32962962962964
1834,4,0,2,2,25.3,116.95,1,29.2375
1835,65,0,2,4,108.65,6937.95,0,106.7376923076923
1836,56,0,1,3,24.3,1261.7,1,22.530357142857145
1837,45,0,0,3,75.95,3273.8,1,72.75111111111111
1838,71,0,2,2,19.7,1415.85,1,19.94154929577465
1839,59,0,1,2,66.4,3958.2,1,67.08813559322033
1840,69,1,1,4,35.75,2492.25,1,36.119565217391305
1841,19,0,1,1,18.8,279.2,1,14.694736842105264
1842,55,0,2,2,19.4,1083.0,1,19.69090909090909
1843,38,0,1,1,19.3,755.5,1,19.88157894736842
1844,10,0,0,3,45.55,402.6,0,40.260000000000005
1845,47,0,0,2,67.45,3252.0,1,69.19148936170212
1846,2,1,0,3,35.1,68.75,0,34.375
1847,1,0,0,2,46.2,46.2,0,46.2
1848,1,0,0,3,45.15,45.15,0,45.15
1849,1,1,0,3,43.3,43.3,0,43.3
1850,46,0,2,1,20.1,936.85,1,20.366304347826087
1851,38,0,0,2,57.15,2250.65,0,59.227631578947374
1852,65,0,2,2,58.9,3857.1,1,59.34
1853,19,0,0,3,73.2,1441.1,0,75.84736842105262
1854,52,0,0,3,85.35,4338.6,0,83.4346153846154
1855,71,0,2,1,19.45,1378.45,1,19.414788732394367
1856,1,0,0,1,45.95,45.95,0,45.95
1857,52,1,0,3,50.5,2566.3,1,49.35192307692308
1858,6,0,1,1,25.1,171.0,1,28.5
1859,26,0,1,1,60.7,1597.4,1,61.43846153846154
1860,48,0,1,3,99.0,4744.35,1,98.840625
1861,64,0,1,4,104.4,6721.6,1,105.025
1862,3,0,0,3,83.75,247.25,0,82.41666666666667
1863,1,0,0,4,44.05,44.05,1,44.05
1864,72,0,2,2,24.1,1734.65,1,24.09236111111112
1865,1,0,0,1,45.55,45.55,1,45.55
